_id,Quarter,HB,HBT,HBTQF,CancerType,CancerTypeQF,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferrals31DayStandardQF,NumberOfEligibleReferralsTreatedWithin31Days,NumberOfEligibleReferralsTreatedWithin31DaysQF
383,2012Q1,S08000017,S08000024,"",Urological,"",14,"",13,""
384,2012Q1,S08000017,S92000003,d,Urological,"",43,"",42,""
385,2012Q1,S08000019,S08000019,"",Urological,"",64,"",56,""
386,2012Q1,S08000019,S08000031,"",Urological,"",1,"",1,""
387,2012Q1,S08000019,S92000003,d,Urological,"",65,"",57,""
388,2012Q1,S08000020,S08000020,"",Urological,"",115,"",105,""
389,2012Q1,S08000020,S08000024,"",Urological,"",2,"",2,""
390,2012Q1,S08000020,S92000003,d,Urological,"",117,"",107,""
391,2012Q1,S08000022,S08000022,"",Urological,"",46,"",43,""
392,2012Q1,S08000022,S08000024,"",Urological,"",1,"",1,""
393,2012Q1,S08000022,S08000031,"",Urological,"",8,"",8,""
394,2012Q1,S08000022,S92000003,d,Urological,"",55,"",52,""
395,2012Q1,S08000024,S08000024,"",Urological,"",197,"",193,""
396,2012Q1,S08000024,S08000030,"",Urological,"",1,"",1,""
397,2012Q1,S08000024,S92000003,d,Urological,"",198,"",194,""
398,2012Q1,S08000025,S08000020,"",Urological,"",1,"",1,""
399,2012Q1,S08000025,S08000025,"",Urological,"",1,"",1,""
400,2012Q1,S08000025,S92000003,d,Urological,"",2,"",2,""
401,2012Q1,S08000026,S08000020,"",Urological,"",2,"",2,""
402,2012Q1,S08000026,S08000026,"",Urological,"",7,"",7,""
403,2012Q1,S08000026,S92000003,d,Urological,"",9,"",9,""
404,2012Q1,S08000028,S08000022,"",Urological,"",1,"",1,""
405,2012Q1,S08000028,S08000028,"",Urological,"",2,"",2,""
406,2012Q1,S08000028,S92000003,d,Urological,"",3,"",3,""
407,2012Q1,S08000029,S08000024,"",Urological,"",7,"",6,""
408,2012Q1,S08000029,S08000029,"",Urological,"",95,"",91,""
409,2012Q1,S08000029,S08000030,"",Urological,"",2,"",2,""
410,2012Q1,S08000029,S92000003,d,Urological,"",104,"",99,""
411,2012Q1,S08000030,S08000030,"",Urological,"",95,"",89,""
412,2012Q1,S08000030,S92000003,d,Urological,"",95,"",89,""
413,2012Q1,S08000031,S08000024,"",Urological,"",1,"",1,""
414,2012Q1,S08000031,S08000031,"",Urological,"",261,"",252,""
415,2012Q1,S08000031,S92000003,d,Urological,"",262,"",253,""
416,2012Q1,S08000032,S08000031,"",Urological,"",4,"",4,""
417,2012Q1,S08000032,S08000032,"",Urological,"",84,"",81,""
418,2012Q1,S08000032,S92000003,d,Urological,"",88,"",85,""
419,2012Q2,S08000015,S08000015,"",All Cancer Types,d,346,"",343,""
420,2012Q2,S08000015,S08000024,"",All Cancer Types,d,2,"",2,""
421,2012Q2,S08000015,S08000031,"",All Cancer Types,d,59,"",57,""
422,2012Q2,S08000015,S92000003,d,All Cancer Types,d,412,"",407,""
423,2012Q2,S08000015,SB0801,"",All Cancer Types,d,5,"",5,""
424,2012Q2,S08000016,S08000016,"",All Cancer Types,d,122,"",122,""
425,2012Q2,S08000016,S08000024,"",All Cancer Types,d,13,"",11,""
426,2012Q2,S08000016,S92000003,d,All Cancer Types,d,135,"",133,""
427,2012Q2,S08000017,S08000017,"",All Cancer Types,d,145,"",144,""
428,2012Q2,S08000017,S08000024,"",All Cancer Types,d,30,"",28,""
429,2012Q2,S08000017,S08000031,"",All Cancer Types,d,1,"",1,""
430,2012Q2,S08000017,S92000003,d,All Cancer Types,d,178,"",175,""
431,2012Q2,S08000017,SB0801,"",All Cancer Types,d,2,"",2,""
432,2012Q2,S08000019,S08000019,"",All Cancer Types,d,231,"",216,""
433,2012Q2,S08000019,S08000024,"",All Cancer Types,d,1,"",1,""
434,2012Q2,S08000019,S08000031,"",All Cancer Types,d,47,"",47,""
435,2012Q2,S08000019,S92000003,d,All Cancer Types,d,292,"",277,""
436,2012Q2,S08000019,SB0801,"",All Cancer Types,d,13,"",13,""
437,2012Q2,S08000020,S08000020,"",All Cancer Types,d,541,"",535,""
438,2012Q2,S08000020,S08000022,"",All Cancer Types,d,1,"",1,""
439,2012Q2,S08000020,S08000024,"",All Cancer Types,d,1,"",1,""
440,2012Q2,S08000020,S08000025,"",All Cancer Types,d,1,"",1,""
441,2012Q2,S08000020,S92000003,d,All Cancer Types,d,544,"",538,""
442,2012Q2,S08000022,S08000020,"",All Cancer Types,d,3,"",3,""
443,2012Q2,S08000022,S08000022,"",All Cancer Types,d,296,"",288,""
444,2012Q2,S08000022,S08000024,"",All Cancer Types,d,1,"",1,""
445,2012Q2,S08000022,S08000031,"",All Cancer Types,d,6,"",5,""
446,2012Q2,S08000022,S92000003,d,All Cancer Types,d,307,"",298,""
447,2012Q2,S08000022,SB0801,"",All Cancer Types,d,1,"",1,""
448,2012Q2,S08000024,S08000016,"",All Cancer Types,d,1,"",1,""
449,2012Q2,S08000024,S08000019,"",All Cancer Types,d,4,"",4,""
450,2012Q2,S08000024,S08000024,"",All Cancer Types,d,880,"",852,""
451,2012Q2,S08000024,S08000029,"",All Cancer Types,d,1,"",1,""
452,2012Q2,S08000024,S92000003,d,All Cancer Types,d,886,"",858,""
453,2012Q2,S08000025,S08000020,"",All Cancer Types,d,7,"",7,""
454,2012Q2,S08000025,S08000025,"",All Cancer Types,d,2,"",2,""
455,2012Q2,S08000025,S92000003,d,All Cancer Types,d,9,"",9,""
456,2012Q2,S08000026,S08000020,"",All Cancer Types,d,5,"",5,""
457,2012Q2,S08000026,S08000026,"",All Cancer Types,d,12,"",12,""
458,2012Q2,S08000026,S08000031,"",All Cancer Types,d,1,"",1,""
459,2012Q2,S08000026,S92000003,d,All Cancer Types,d,18,"",18,""
460,2012Q2,S08000028,S08000022,"",All Cancer Types,d,11,"",11,""
461,2012Q2,S08000028,S08000028,"",All Cancer Types,d,7,"",7,""
462,2012Q2,S08000028,S08000031,"",All Cancer Types,d,3,"",3,""
463,2012Q2,S08000028,S92000003,d,All Cancer Types,d,21,"",21,""
464,2012Q2,S08000029,S08000019,"",All Cancer Types,d,1,"",1,""
465,2012Q2,S08000029,S08000024,"",All Cancer Types,d,72,"",72,""
466,2012Q2,S08000029,S08000029,"",All Cancer Types,d,264,"",257,""
467,2012Q2,S08000029,S08000030,"",All Cancer Types,d,2,"",2,""
468,2012Q2,S08000029,S92000003,d,All Cancer Types,d,339,"",332,""
469,2012Q2,S08000030,S08000024,"",All Cancer Types,d,10,"",10,""
470,2012Q2,S08000030,S08000030,"",All Cancer Types,d,488,"",480,""
471,2012Q2,S08000030,S92000003,d,All Cancer Types,d,498,"",490,""
472,2012Q2,S08000031,S08000022,"",All Cancer Types,d,2,"",2,""
473,2012Q2,S08000031,S08000024,"",All Cancer Types,d,3,"",2,""
474,2012Q2,S08000031,S08000031,"",All Cancer Types,d,1427,"",1407,""
475,2012Q2,S08000031,S08000032,"",All Cancer Types,d,8,"",8,""
476,2012Q2,S08000031,S92000003,d,All Cancer Types,d,1487,"",1466,""
477,2012Q2,S08000031,SB0801,"",All Cancer Types,d,47,"",47,""
478,2012Q2,S08000032,S08000024,"",All Cancer Types,d,1,"",1,""
479,2012Q2,S08000032,S08000031,"",All Cancer Types,d,75,"",74,""
480,2012Q2,S08000032,S08000032,"",All Cancer Types,d,416,"",412,""
481,2012Q2,S08000032,S92000003,d,All Cancer Types,d,510,"",505,""
482,2012Q2,S08000032,SB0801,"",All Cancer Types,d,18,"",18,""
483,2012Q2,S08000015,S08000015,"",Breast,"",97,"",97,""
484,2012Q2,S08000015,S08000031,"",Breast,"",1,"",0,""
485,2012Q2,S08000015,S92000003,d,Breast,"",98,"",97,""
486,2012Q2,S08000016,S08000016,"",Breast,"",12,"",12,""
487,2012Q2,S08000016,S92000003,d,Breast,"",12,"",12,""
488,2012Q2,S08000017,S08000017,"",Breast,"",20,"",20,""
489,2012Q2,S08000017,S92000003,d,Breast,"",20,"",20,""
490,2012Q2,S08000019,S08000019,"",Breast,"",54,"",54,""
491,2012Q2,S08000019,S08000031,"",Breast,"",3,"",3,""
492,2012Q2,S08000019,S92000003,d,Breast,"",57,"",57,""
493,2012Q2,S08000020,S08000020,"",Breast,"",99,"",99,""
494,2012Q2,S08000020,S08000025,"",Breast,"",1,"",1,""
495,2012Q2,S08000020,S92000003,d,Breast,"",100,"",100,""
496,2012Q2,S08000022,S08000022,"",Breast,"",60,"",60,""
497,2012Q2,S08000022,S92000003,d,Breast,"",60,"",60,""
498,2012Q2,S08000024,S08000016,"",Breast,"",1,"",1,""
499,2012Q2,S08000024,S08000019,"",Breast,"",4,"",4,""
500,2012Q2,S08000024,S08000024,"",Breast,"",201,"",201,""
501,2012Q2,S08000024,S08000029,"",Breast,"",1,"",1,""
502,2012Q2,S08000024,S92000003,d,Breast,"",207,"",207,""
503,2012Q2,S08000025,S08000020,"",Breast,"",2,"",2,""
504,2012Q2,S08000025,S92000003,d,Breast,"",2,"",2,""
505,2012Q2,S08000026,S08000026,"",Breast,"",1,"",1,""
506,2012Q2,S08000026,S92000003,d,Breast,"",1,"",1,""
507,2012Q2,S08000029,S08000029,"",Breast,"",36,"",36,""
508,2012Q2,S08000029,S92000003,d,Breast,"",36,"",36,""
509,2012Q2,S08000030,S08000030,"",Breast,"",106,"",106,""
510,2012Q2,S08000030,S92000003,d,Breast,"",106,"",106,""
511,2012Q2,S08000031,S08000031,"",Breast,"",317,"",316,""
512,2012Q2,S08000031,S08000032,"",Breast,"",8,"",8,""
513,2012Q2,S08000031,S92000003,d,Breast,"",325,"",324,""
514,2012Q2,S08000032,S08000031,"",Breast,"",2,"",2,""
515,2012Q2,S08000032,S08000032,"",Breast,"",83,"",83,""
516,2012Q2,S08000032,S92000003,d,Breast,"",85,"",85,""
517,2012Q2,S08000015,S08000015,"",Cervical,"",4,"",4,""
518,2012Q2,S08000015,S08000031,"",Cervical,"",3,"",3,""
519,2012Q2,S08000015,S92000003,d,Cervical,"",7,"",7,""
520,2012Q2,S08000016,S08000016,"",Cervical,"",1,"",1,""
521,2012Q2,S08000016,S92000003,d,Cervical,"",1,"",1,""
522,2012Q2,S08000017,S08000024,"",Cervical,"",1,"",0,""
523,2012Q2,S08000017,S92000003,d,Cervical,"",1,"",0,""
524,2012Q2,S08000019,S08000019,"",Cervical,"",1,"",1,""
525,2012Q2,S08000019,S08000031,"",Cervical,"",1,"",1,""
526,2012Q2,S08000019,S92000003,d,Cervical,"",2,"",2,""
527,2012Q2,S08000020,S08000020,"",Cervical,"",7,"",7,""
528,2012Q2,S08000020,S92000003,d,Cervical,"",7,"",7,""
529,2012Q2,S08000022,S08000022,"",Cervical,"",4,"",4,""
530,2012Q2,S08000022,S92000003,d,Cervical,"",4,"",4,""
531,2012Q2,S08000024,S08000024,"",Cervical,"",5,"",3,""
532,2012Q2,S08000024,S92000003,d,Cervical,"",5,"",3,""
533,2012Q2,S08000029,S08000024,"",Cervical,"",3,"",3,""
534,2012Q2,S08000029,S92000003,d,Cervical,"",3,"",3,""
535,2012Q2,S08000030,S08000030,"",Cervical,"",5,"",5,""
536,2012Q2,S08000030,S92000003,d,Cervical,"",5,"",5,""
537,2012Q2,S08000031,S08000031,"",Cervical,"",4,"",4,""
538,2012Q2,S08000031,S92000003,d,Cervical,"",4,"",4,""
539,2012Q2,S08000032,S08000031,"",Cervical,"",6,"",6,""
540,2012Q2,S08000032,S08000032,"",Cervical,"",1,"",1,""
541,2012Q2,S08000032,S92000003,d,Cervical,"",7,"",7,""
542,2012Q2,S08000015,S08000015,"",Colorectal,"",48,"",46,""
543,2012Q2,S08000015,S08000031,"",Colorectal,"",7,"",6,""
544,2012Q2,S08000015,S92000003,d,Colorectal,"",55,"",52,""
545,2012Q2,S08000016,S08000016,"",Colorectal,"",22,"",22,""
546,2012Q2,S08000016,S92000003,d,Colorectal,"",22,"",22,""
547,2012Q2,S08000017,S08000017,"",Colorectal,"",35,"",34,""
548,2012Q2,S08000017,S08000024,"",Colorectal,"",1,"",1,""
549,2012Q2,S08000017,S92000003,d,Colorectal,"",36,"",35,""
550,2012Q2,S08000019,S08000019,"",Colorectal,"",49,"",47,""
551,2012Q2,S08000019,S08000031,"",Colorectal,"",6,"",6,""
552,2012Q2,S08000019,S92000003,d,Colorectal,"",55,"",53,""
553,2012Q2,S08000020,S08000020,"",Colorectal,"",96,"",96,""
554,2012Q2,S08000020,S92000003,d,Colorectal,"",96,"",96,""
555,2012Q2,S08000022,S08000022,"",Colorectal,"",45,"",45,""
556,2012Q2,S08000022,S08000031,"",Colorectal,"",1,"",1,""
557,2012Q2,S08000022,S92000003,d,Colorectal,"",46,"",46,""
558,2012Q2,S08000024,S08000024,"",Colorectal,"",119,"",108,""
559,2012Q2,S08000024,S92000003,d,Colorectal,"",119,"",108,""
560,2012Q2,S08000025,S08000020,"",Colorectal,"",1,"",1,""
561,2012Q2,S08000025,S92000003,d,Colorectal,"",1,"",1,""
562,2012Q2,S08000026,S08000026,"",Colorectal,"",2,"",2,""
563,2012Q2,S08000026,S92000003,d,Colorectal,"",2,"",2,""
564,2012Q2,S08000028,S08000022,"",Colorectal,"",3,"",3,""
565,2012Q2,S08000028,S08000028,"",Colorectal,"",4,"",4,""
566,2012Q2,S08000028,S08000031,"",Colorectal,"",1,"",1,""
567,2012Q2,S08000028,S92000003,d,Colorectal,"",8,"",8,""
568,2012Q2,S08000029,S08000024,"",Colorectal,"",3,"",3,""
569,2012Q2,S08000029,S08000029,"",Colorectal,"",48,"",48,""
570,2012Q2,S08000029,S92000003,d,Colorectal,"",51,"",51,""
571,2012Q2,S08000030,S08000030,"",Colorectal,"",68,"",68,""
572,2012Q2,S08000030,S92000003,d,Colorectal,"",68,"",68,""
573,2012Q2,S08000031,S08000022,"",Colorectal,"",2,"",2,""
574,2012Q2,S08000031,S08000031,"",Colorectal,"",218,"",212,""
575,2012Q2,S08000031,S92000003,d,Colorectal,"",220,"",214,""
576,2012Q2,S08000032,S08000031,"",Colorectal,"",9,"",9,""
577,2012Q2,S08000032,S08000032,"",Colorectal,"",73,"",72,""
578,2012Q2,S08000032,S92000003,d,Colorectal,"",82,"",81,""
579,2012Q2,S08000015,S08000015,"",Head & Neck,"",16,"",15,""
580,2012Q2,S08000015,S08000031,"",Head & Neck,"",10,"",10,""
581,2012Q2,S08000015,S92000003,d,Head & Neck,"",26,"",25,""
582,2012Q2,S08000016,S08000016,"",Head & Neck,"",1,"",1,""
583,2012Q2,S08000016,S08000024,"",Head & Neck,"",3,"",2,""
584,2012Q2,S08000016,S92000003,d,Head & Neck,"",4,"",3,""
585,2012Q2,S08000017,S08000017,"",Head & Neck,"",3,"",3,""
586,2012Q2,S08000017,S08000024,"",Head & Neck,"",4,"",4,""
587,2012Q2,S08000017,S08000031,"",Head & Neck,"",1,"",1,""
588,2012Q2,S08000017,S92000003,d,Head & Neck,"",8,"",8,""
589,2012Q2,S08000019,S08000019,"",Head & Neck,"",7,"",7,""
590,2012Q2,S08000019,S08000031,"",Head & Neck,"",9,"",9,""
591,2012Q2,S08000019,S92000003,d,Head & Neck,"",16,"",16,""
592,2012Q2,S08000020,S08000020,"",Head & Neck,"",22,"",21,""
593,2012Q2,S08000020,S92000003,d,Head & Neck,"",22,"",21,""
594,2012Q2,S08000022,S08000022,"",Head & Neck,"",12,"",11,""
595,2012Q2,S08000022,S08000031,"",Head & Neck,"",1,"",1,""
596,2012Q2,S08000022,S92000003,d,Head & Neck,"",13,"",12,""
597,2012Q2,S08000024,S08000024,"",Head & Neck,"",55,"",54,""
598,2012Q2,S08000024,S92000003,d,Head & Neck,"",55,"",54,""
599,2012Q2,S08000026,S08000020,"",Head & Neck,"",1,"",1,""
600,2012Q2,S08000026,S92000003,d,Head & Neck,"",1,"",1,""
601,2012Q2,S08000028,S08000028,"",Head & Neck,"",1,"",1,""
602,2012Q2,S08000028,S92000003,d,Head & Neck,"",1,"",1,""
603,2012Q2,S08000029,S08000024,"",Head & Neck,"",22,"",22,""
604,2012Q2,S08000029,S08000029,"",Head & Neck,"",7,"",7,""
605,2012Q2,S08000029,S92000003,d,Head & Neck,"",29,"",29,""
606,2012Q2,S08000030,S08000030,"",Head & Neck,"",26,"",26,""
607,2012Q2,S08000030,S92000003,d,Head & Neck,"",26,"",26,""
608,2012Q2,S08000031,S08000031,"",Head & Neck,"",84,"",82,""
609,2012Q2,S08000031,S92000003,d,Head & Neck,"",84,"",82,""
610,2012Q2,S08000032,S08000031,"",Head & Neck,"",10,"",10,""
611,2012Q2,S08000032,S08000032,"",Head & Neck,"",20,"",20,""
612,2012Q2,S08000032,S92000003,d,Head & Neck,"",30,"",30,""
613,2012Q2,S08000015,S08000015,"",Lung,"",49,"",49,""
614,2012Q2,S08000015,S08000031,"",Lung,"",15,"",15,""
615,2012Q2,S08000015,S92000003,d,Lung,"",69,"",69,""
616,2012Q2,S08000015,SB0801,"",Lung,"",5,"",5,""
617,2012Q2,S08000016,S08000016,"",Lung,"",14,"",14,""
618,2012Q2,S08000016,S08000024,"",Lung,"",1,"",1,""
619,2012Q2,S08000016,S92000003,d,Lung,"",15,"",15,""
620,2012Q2,S08000017,S08000017,"",Lung,"",31,"",31,""
621,2012Q2,S08000017,S08000024,"",Lung,"",10,"",10,""
622,2012Q2,S08000017,S92000003,d,Lung,"",43,"",43,""
623,2012Q2,S08000017,SB0801,"",Lung,"",2,"",2,""
624,2012Q2,S08000019,S08000019,"",Lung,"",23,"",23,""
625,2012Q2,S08000019,S08000031,"",Lung,"",14,"",14,""
626,2012Q2,S08000019,S92000003,d,Lung,"",50,"",50,""
627,2012Q2,S08000019,SB0801,"",Lung,"",13,"",13,""
628,2012Q2,S08000020,S08000020,"",Lung,"",68,"",68,""
629,2012Q2,S08000020,S92000003,d,Lung,"",68,"",68,""
630,2012Q2,S08000022,S08000020,"",Lung,"",2,"",2,""
631,2012Q2,S08000022,S08000022,"",Lung,"",54,"",54,""
632,2012Q2,S08000022,S08000024,"",Lung,"",1,"",1,""
633,2012Q2,S08000022,S08000031,"",Lung,"",1,"",1,""
634,2012Q2,S08000022,S92000003,d,Lung,"",59,"",59,""
635,2012Q2,S08000022,SB0801,"",Lung,"",1,"",1,""
636,2012Q2,S08000024,S08000024,"",Lung,"",162,"",162,""
637,2012Q2,S08000024,S92000003,d,Lung,"",162,"",162,""
638,2012Q2,S08000028,S08000022,"",Lung,"",1,"",1,""
639,2012Q2,S08000028,S08000028,"",Lung,"",1,"",1,""
640,2012Q2,S08000028,S08000031,"",Lung,"",1,"",1,""
641,2012Q2,S08000028,S92000003,d,Lung,"",3,"",3,""
642,2012Q2,S08000029,S08000024,"",Lung,"",23,"",23,""
643,2012Q2,S08000029,S08000029,"",Lung,"",37,"",37,""
644,2012Q2,S08000029,S08000030,"",Lung,"",1,"",1,""
645,2012Q2,S08000029,S92000003,d,Lung,"",61,"",61,""
646,2012Q2,S08000030,S08000024,"",Lung,"",9,"",9,""
647,2012Q2,S08000030,S08000030,"",Lung,"",69,"",69,""
648,2012Q2,S08000030,S92000003,d,Lung,"",78,"",78,""
649,2012Q2,S08000031,S08000031,"",Lung,"",268,"",266,""
650,2012Q2,S08000031,S92000003,d,Lung,"",314,"",312,""
651,2012Q2,S08000031,SB0801,"",Lung,"",46,"",46,""
652,2012Q2,S08000032,S08000031,"",Lung,"",27,"",26,""
653,2012Q2,S08000032,S08000032,"",Lung,"",68,"",68,""
654,2012Q2,S08000032,S92000003,d,Lung,"",113,"",112,""
655,2012Q2,S08000032,SB0801,"",Lung,"",18,"",18,""
656,2012Q2,S08000015,S08000015,"",Lymphoma,"",20,"",20,""
657,2012Q2,S08000015,S08000031,"",Lymphoma,"",1,"",1,""
658,2012Q2,S08000015,S92000003,d,Lymphoma,"",21,"",21,""
659,2012Q2,S08000016,S08000016,"",Lymphoma,"",6,"",6,""
660,2012Q2,S08000016,S92000003,d,Lymphoma,"",6,"",6,""
661,2012Q2,S08000017,S08000017,"",Lymphoma,"",9,"",9,""
662,2012Q2,S08000017,S08000024,"",Lymphoma,"",1,"",1,""
663,2012Q2,S08000017,S92000003,d,Lymphoma,"",10,"",10,""
664,2012Q2,S08000019,S08000019,"",Lymphoma,"",12,"",12,""
665,2012Q2,S08000019,S92000003,d,Lymphoma,"",12,"",12,""
666,2012Q2,S08000020,S08000020,"",Lymphoma,"",38,"",37,""
667,2012Q2,S08000020,S92000003,d,Lymphoma,"",38,"",37,""
668,2012Q2,S08000022,S08000022,"",Lymphoma,"",17,"",17,""
669,2012Q2,S08000022,S92000003,d,Lymphoma,"",17,"",17,""
670,2012Q2,S08000024,S08000024,"",Lymphoma,"",37,"",37,""
671,2012Q2,S08000024,S92000003,d,Lymphoma,"",37,"",37,""
672,2012Q2,S08000025,S08000020,"",Lymphoma,"",2,"",2,""
673,2012Q2,S08000025,S92000003,d,Lymphoma,"",2,"",2,""
674,2012Q2,S08000026,S08000026,"",Lymphoma,"",1,"",1,""
675,2012Q2,S08000026,S92000003,d,Lymphoma,"",1,"",1,""
676,2012Q2,S08000029,S08000029,"",Lymphoma,"",16,"",16,""
677,2012Q2,S08000029,S92000003,d,Lymphoma,"",16,"",16,""
678,2012Q2,S08000030,S08000030,"",Lymphoma,"",17,"",17,""
679,2012Q2,S08000030,S92000003,d,Lymphoma,"",17,"",17,""
680,2012Q2,S08000031,S08000031,"",Lymphoma,"",55,"",55,""
681,2012Q2,S08000031,S92000003,d,Lymphoma,"",55,"",55,""
682,2012Q2,S08000032,S08000032,"",Lymphoma,"",27,"",27,""
683,2012Q2,S08000032,S92000003,d,Lymphoma,"",27,"",27,""
684,2012Q2,S08000015,S08000015,"",Melanoma,"",9,"",9,""
685,2012Q2,S08000015,S08000031,"",Melanoma,"",3,"",3,""
686,2012Q2,S08000015,S92000003,d,Melanoma,"",12,"",12,""
687,2012Q2,S08000016,S08000016,"",Melanoma,"",14,"",14,""
688,2012Q2,S08000016,S92000003,d,Melanoma,"",14,"",14,""
689,2012Q2,S08000017,S08000017,"",Melanoma,"",4,"",4,""
690,2012Q2,S08000017,S92000003,d,Melanoma,"",4,"",4,""
691,2012Q2,S08000019,S08000019,"",Melanoma,"",7,"",7,""
692,2012Q2,S08000019,S92000003,d,Melanoma,"",7,"",7,""
693,2012Q2,S08000020,S08000020,"",Melanoma,"",24,"",24,""
694,2012Q2,S08000020,S92000003,d,Melanoma,"",24,"",24,""
695,2012Q2,S08000022,S08000022,"",Melanoma,"",10,"",10,""
696,2012Q2,S08000022,S92000003,d,Melanoma,"",10,"",10,""
697,2012Q2,S08000024,S08000024,"",Melanoma,"",49,"",49,""
698,2012Q2,S08000024,S92000003,d,Melanoma,"",49,"",49,""
699,2012Q2,S08000026,S08000026,"",Melanoma,"",1,"",1,""
700,2012Q2,S08000026,S92000003,d,Melanoma,"",1,"",1,""
701,2012Q2,S08000029,S08000024,"",Melanoma,"",1,"",1,""
702,2012Q2,S08000029,S08000029,"",Melanoma,"",15,"",15,""
703,2012Q2,S08000029,S92000003,d,Melanoma,"",16,"",16,""
704,2012Q2,S08000030,S08000030,"",Melanoma,"",39,"",36,""
705,2012Q2,S08000030,S92000003,d,Melanoma,"",39,"",36,""
706,2012Q2,S08000031,S08000031,"",Melanoma,"",86,"",86,""
707,2012Q2,S08000031,S92000003,d,Melanoma,"",86,"",86,""
708,2012Q2,S08000032,S08000031,"",Melanoma,"",6,"",6,""
709,2012Q2,S08000032,S08000032,"",Melanoma,"",21,"",20,""
710,2012Q2,S08000032,S92000003,d,Melanoma,"",27,"",26,""
711,2012Q2,S08000015,S08000015,"",Ovarian,"",11,"",11,""
712,2012Q2,S08000015,S08000031,"",Ovarian,"",1,"",1,""
713,2012Q2,S08000015,S92000003,d,Ovarian,"",12,"",12,""
714,2012Q2,S08000016,S08000016,"",Ovarian,"",5,"",5,""
715,2012Q2,S08000016,S08000024,"",Ovarian,"",1,"",1,""
716,2012Q2,S08000016,S92000003,d,Ovarian,"",6,"",6,""
717,2012Q2,S08000017,S08000017,"",Ovarian,"",2,"",2,""
718,2012Q2,S08000017,S92000003,d,Ovarian,"",2,"",2,""
719,2012Q2,S08000019,S08000019,"",Ovarian,"",1,"",1,""
720,2012Q2,S08000019,S08000031,"",Ovarian,"",3,"",3,""
721,2012Q2,S08000019,S92000003,d,Ovarian,"",4,"",4,""
722,2012Q2,S08000020,S08000020,"",Ovarian,"",9,"",9,""
723,2012Q2,S08000020,S92000003,d,Ovarian,"",9,"",9,""
724,2012Q2,S08000022,S08000020,"",Ovarian,"",1,"",1,""
725,2012Q2,S08000022,S08000022,"",Ovarian,"",5,"",5,""
726,2012Q2,S08000022,S08000031,"",Ovarian,"",1,"",0,""
727,2012Q2,S08000022,S92000003,d,Ovarian,"",7,"",6,""
728,2012Q2,S08000024,S08000024,"",Ovarian,"",27,"",24,""
729,2012Q2,S08000024,S92000003,d,Ovarian,"",27,"",24,""
730,2012Q2,S08000026,S08000020,"",Ovarian,"",1,"",1,""
731,2012Q2,S08000026,S92000003,d,Ovarian,"",1,"",1,""
732,2012Q2,S08000028,S08000028,"",Ovarian,"",1,"",1,""
733,2012Q2,S08000028,S08000031,"",Ovarian,"",1,"",1,""
734,2012Q2,S08000028,S92000003,d,Ovarian,"",2,"",2,""
735,2012Q2,S08000029,S08000024,"",Ovarian,"",2,"",2,""
736,2012Q2,S08000029,S08000029,"",Ovarian,"",4,"",3,""
737,2012Q2,S08000029,S92000003,d,Ovarian,"",6,"",5,""
738,2012Q2,S08000030,S08000030,"",Ovarian,"",11,"",11,""
739,2012Q2,S08000030,S92000003,d,Ovarian,"",11,"",11,""
740,2012Q2,S08000031,S08000031,"",Ovarian,"",10,"",10,""
741,2012Q2,S08000031,S92000003,d,Ovarian,"",10,"",10,""
742,2012Q2,S08000032,S08000031,"",Ovarian,"",3,"",3,""
743,2012Q2,S08000032,S08000032,"",Ovarian,"",2,"",2,""
744,2012Q2,S08000032,S92000003,d,Ovarian,"",5,"",5,""
745,2012Q2,S08000015,S08000015,"",Upper GI,"",30,"",30,""
746,2012Q2,S08000015,S08000024,"",Upper GI,"",2,"",2,""
747,2012Q2,S08000015,S08000031,"",Upper GI,"",17,"",17,""
748,2012Q2,S08000015,S92000003,d,Upper GI,"",49,"",49,""
749,2012Q2,S08000016,S08000016,"",Upper GI,"",19,"",19,""
750,2012Q2,S08000016,S08000024,"",Upper GI,"",2,"",2,""
751,2012Q2,S08000016,S92000003,d,Upper GI,"",21,"",21,""
752,2012Q2,S08000017,S08000017,"",Upper GI,"",15,"",15,""
753,2012Q2,S08000017,S08000024,"",Upper GI,"",1,"",1,""
754,2012Q2,S08000017,S92000003,d,Upper GI,"",16,"",16,""
755,2012Q2,S08000019,S08000019,"",Upper GI,"",21,"",21,""
756,2012Q2,S08000019,S08000024,"",Upper GI,"",1,"",1,""
757,2012Q2,S08000019,S08000031,"",Upper GI,"",7,"",7,""
758,2012Q2,S08000019,S92000003,d,Upper GI,"",29,"",29,""
759,2012Q2,S08000020,S08000020,"",Upper GI,"",52,"",52,""
760,2012Q2,S08000020,S08000022,"",Upper GI,"",1,"",1,""
761,2012Q2,S08000020,S92000003,d,Upper GI,"",53,"",53,""
762,2012Q2,S08000022,S08000022,"",Upper GI,"",29,"",29,""
763,2012Q2,S08000022,S08000031,"",Upper GI,"",2,"",2,""
764,2012Q2,S08000022,S92000003,d,Upper GI,"",31,"",31,""
765,2012Q2,S08000024,S08000024,"",Upper GI,"",80,"",80,""
766,2012Q2,S08000024,S92000003,d,Upper GI,"",80,"",80,""
767,2012Q2,S08000025,S08000025,"",Upper GI,"",2,"",2,""
768,2012Q2,S08000025,S92000003,d,Upper GI,"",2,"",2,""
